ticketID,passengerID,flightNumber,flightType,seatNumber
01168777,45851916,49028,first class,24E
94381929,30238223,98188,economy,31B
79052665,83893784,40950,economy,19E
70281647,32986713,78833,bussines,26B
17162715,31196660,11661,first class,32A
25518403,16574320,96932,first class,15D
84050318,30594383,63094,first class,7D
10942922,70911995,63384,first class,18A
64537897,63324339,40763,economy,15D
38165458,37350242,21823,economy,23C
59754329,10147129,16688,first class,8C
57771859,09901337,46447,bussines,18D
42871749,37806429,47767,bussines,15B
01235286,91055969,21316,economy,26C
71062974,79617168,44169,bussines,19B
93727563,46441092,98121,first class,24F
26361201,89230017,93416,first class,8E
40792712,55418732,22953,economy,25D
03978750,63985829,66757,first class,12E
40434473,35455256,28112,economy,7A
41105524,90967020,60845,first class,6D
45211424,09366710,98777,bussines,30A
65635978,79813442,48784,first class,1E
60244044,57428667,77679,bussines,10F
65822769,75361873,33458,bussines,15D
96392156,45530158,13054,economy,9B
58187426,02233037,36728,first class,2F
70416468,83109677,93519,bussines,33E
87525488,25700500,28065,economy,15D
70257343,70873735,43425,economy,23B
12268069,27063135,67341,first class,16E
41394333,48858592,89757,first class,26C
92841199,62292104,56125,first class,33D
20715465,25820361,21624,economy,14D
73349856,16042426,60858,bussines,4E
95011810,40055243,99005,economy,29F
12783511,25639608,20934,bussines,18E
12793020,97110788,61218,first class,33F
32394624,05195343,77225,first class,5F
41751872,37523340,31069,first class,30D
62374364,81214895,92399,economy,28A
16464646,63414752,51457,first class,31A
28851630,37310313,40144,bussines,21C
85754997,95517436,17144,bussines,29E
21097026,96895763,24918,bussines,10E
51547060,33747438,41430,first class,8C
04424300,27600340,68335,economy,29A
30306995,69763023,93451,bussines,18D
54202693,02858230,82259,first class,31F
31918703,69885890,28470,economy,5D
01545205,67261351,69089,bussines,19E
68333360,39565338,28835,bussines,20E
38107314,84071178,19295,first class,32E
73976203,83479180,79536,first class,15A
33526230,65671207,19359,economy,4B
07408909,05142832,12079,first class,11E
95008080,70632191,67231,bussines,16D
84390007,72127956,47987,first class,32D
64373315,37534650,62986,economy,5F
73555144,37536850,43703,bussines,5C
95501824,17771435,14611,bussines,2A
65791926,11325607,63600,economy,6E
09824334,63262419,44550,bussines,6E
41006050,31434040,24737,economy,2C
73751681,51692574,81696,economy,10D
62298983,12228241,39782,bussines,18F
24146918,30624655,41493,economy,23C
03976455,94642901,84615,bussines,20D
62282161,62844980,14237,first class,1C
69398634,20814376,58959,economy,22A
58282433,67928404,17994,first class,19E
00011856,33900191,74259,bussines,2F
34382050,97990860,25292,first class,19E
31709637,33646223,10374,first class,18F
20369526,30928122,50248,economy,11B
14943236,06501381,44530,economy,28E
46036393,16455607,54174,first class,28D
32492993,45297575,36354,bussines,28D
66188177,12742962,54028,economy,27D
59400919,31288150,48788,first class,22D
31927576,16356628,15363,bussines,29B
83939230,78326773,60958,economy,26B
15919405,46375598,48788,bussines,16C
16949168,65717367,93091,economy,27D
51799816,60474514,78111,bussines,23D
32689144,26245397,47286,bussines,15B
89895064,17201338,20401,economy,15C
95250934,80223926,49309,economy,15B
36430873,75267581,16619,first class,26A
02270327,60771237,50367,economy,17E
20053861,61889794,18890,bussines,5C
18914487,14137647,86014,economy,14A
00123631,05185333,52018,economy,31A
08351543,70784134,97432,first class,9E
77314869,45473711,58907,economy,13B
29003459,89428572,98700,economy,19D
13748012,44909198,11661,economy,5C
07934185,53338797,80553,economy,7A
72761092,36543500,40794,first class,17D
15810685,98714080,42705,bussines,19B
59115906,19173162,75127,first class,23D
75895407,18623643,97163,economy,23E
93825922,16118926,97470,first class,6B
84065404,55238651,44712,first class,10F
83781483,92591659,59191,first class,8A
53904657,08809829,63096,bussines,30C
17248558,66410723,82612,economy,16B
53788986,02445212,80689,first class,15C
63079323,07687554,20916,economy,2A
52897737,84665514,76933,first class,15F
99050859,98134505,49717,bussines,7A
00309534,50946292,47593,bussines,22A
20100104,23490323,25390,bussines,23D
74455201,32349936,27623,first class,23B
99620243,17769833,44776,bussines,3E
53289422,79513888,52104,first class,1A
66837747,91452446,75127,first class,12E
28176076,44045469,94794,bussines,31C
07722773,05843334,59157,bussines,25E
51537907,30487661,45742,bussines,28F
32758405,57470805,49588,bussines,21C
79544791,51581591,41695,bussines,8A
88651674,19102936,54716,first class,23F
73573112,79551513,52481,economy,20B
70892466,94452037,94407,economy,13C
64089048,88165256,80720,first class,5D
40305669,26539961,69214,economy,15A
33568857,44545005,78801,first class,5B
72484415,35795056,61653,economy,16C
52403346,06724618,62721,bussines,18B
64921418,76579902,26423,first class,17D
53741784,71161838,16517,bussines,2F
75193578,75372642,43031,economy,7A
36353609,60790983,95445,first class,25C
96431676,98253447,91888,bussines,23C
47641890,72572351,38494,economy,4F
71975765,73984685,41301,first class,14A
79668939,79193648,27623,first class,18B
81171367,54241138,25374,economy,19A
76865447,43599961,82069,bussines,28F
28477126,03868187,55696,first class,32A
84084414,73437585,38174,economy,15C
93987110,77852783,15126,economy,22D
16738417,29734855,40775,first class,6A
09790498,55928472,80130,bussines,6B
76937187,16304269,87249,first class,27D
43429540,96551166,18890,first class,5C
12732258,61978976,34045,economy,2A
38598613,27913434,47373,first class,18C
56077886,20105260,77653,bussines,3B
27320142,51655616,56031,economy,7A
71600963,42817094,52178,economy,26A
55009415,45156176,40185,first class,16F
79929463,55442046,14795,bussines,7C
12144626,72228253,25617,first class,32D
63011341,78765639,91379,bussines,26B
82233253,80917158,34320,bussines,4E
60863187,31153908,56661,first class,28B
25886865,19532053,84755,bussines,10F
21963746,40165109,80553,first class,7E
31848543,67921812,12943,bussines,30A
98105548,69961493,16693,economy,25B
33787012,54813458,76453,economy,29F
28837351,43514718,77653,first class,31A
68964345,38833784,72139,bussines,22E
53678444,18533361,56178,first class,17F
78905201,16198650,35879,economy,12C
96567051,43334950,13243,economy,23F
19433929,77858061,45673,economy,29F
93211821,32769002,45173,first class,12A
65475357,24390544,24537,economy,17C
17086264,53192551,59960,bussines,14F
77259210,80214528,50019,first class,23F
83769889,14152211,84489,bussines,19D
69826656,93710165,94460,bussines,16E
62409950,87394287,57213,bussines,3C
84715645,00757130,40470,economy,18A
73222364,66818195,31750,bussines,3A
01381954,47946838,73552,first class,2A
66284023,30259804,84962,bussines,6B
20824375,84683467,85649,first class,22C
88668505,39960046,64723,first class,8E
95459767,80246682,61383,bussines,28C
57498053,47532710,31195,economy,27C
38406243,85230376,20720,bussines,26A
96135109,44088028,28816,first class,6F
86057495,47934587,35600,bussines,9C
62470033,34310486,12725,economy,26B
82354170,43165649,47286,economy,21F
06859604,82435159,53645,economy,33D
04058367,28698842,64723,bussines,18A
49770299,12859130,32022,economy,14D
70649018,22090382,69500,first class,29E
35436214,84919973,49540,economy,2E
17273448,48642287,38504,economy,25F
18869372,66217158,62986,bussines,13B
63074467,15174670,44169,economy,2B
91237949,36595769,18156,first class,9A
96526803,41079600,95880,first class,20D
97925707,94707372,76946,first class,2A
78549847,05902957,83587,bussines,10C
65606843,66365848,83910,economy,25D
20624488,29380925,24410,economy,8F
83128374,00266648,26504,first class,26E
15516463,91954336,93839,first class,9C
93477927,64642823,97803,first class,26F
63373329,18450021,38855,first class,17D
57078341,11828191,46151,economy,3A
42958376,17102344,36255,bussines,11F
86716005,99991727,53998,economy,11F
90580077,84295271,50019,bussines,3E
47217780,78698842,16580,economy,4A
56533981,23343333,64467,economy,30B
69065059,50885448,15168,bussines,20F
35077725,85673518,26584,economy,18C
63673546,13144077,55508,bussines,20E
35252560,41832081,29029,economy,14D
08628934,77246780,37397,economy,12B
53120278,51323657,27293,economy,23A
68010976,76448800,41710,bussines,30E
32640730,10784294,76222,bussines,33E
26347948,91313160,92399,bussines,18B
18303577,36869348,68245,first class,21B
59313857,81068080,94267,economy,20D
14217545,68154034,93528,economy,12C
44984961,28763492,69407,economy,8B
73115977,38287582,41627,bussines,18D
56242084,30135991,11626,bussines,20D
44868233,74208823,75498,bussines,14D
92304833,11575996,21823,first class,32B
65701315,16907640,23674,first class,15F
44616771,51124372,45646,first class,27C
55305142,97173827,61666,economy,10E
82033983,35554151,53652,bussines,8B
07905005,30258545,84765,bussines,13C
32945260,11187587,19680,first class,18D
28826965,85112353,52702,first class,17F
88771951,16030861,82803,bussines,26B
18560286,51686127,19374,economy,29B
59075267,72514671,94636,bussines,18B
26156753,48389553,89552,bussines,32D
39469512,10331129,62987,bussines,31F
11160127,03621885,36458,economy,28F
26054610,47628432,37919,economy,30C
42043745,61806023,62194,bussines,13C
99837667,13196535,99275,bussines,3D
49771261,43124135,67278,first class,20E
86055450,43401165,65304,economy,27E
41890221,20531164,88246,economy,9C
89892913,78970114,21585,bussines,19A
48030086,70823881,45327,economy,13F
35787104,60440047,37758,bussines,8C
36148088,98716932,92158,first class,7E
49402935,52146260,18592,economy,23A
72916370,43657868,20934,first class,23E
21537829,79951746,29084,economy,13F
80168249,81314103,18558,bussines,5C
85571473,17329267,13695,bussines,4D
55687646,96656599,23302,first class,24F
16587245,75480940,73031,bussines,7B
59985690,50847294,25617,first class,26B
98668521,50624644,53449,bussines,8C
40901549,32417970,86294,first class,3A
18154317,62039009,90115,economy,10B
20806727,46371239,47497,economy,33E
67553616,61794901,61143,economy,2A
46046528,43306121,63926,first class,27A
10111235,33338603,20246,economy,6B
90445366,18583282,15447,bussines,7B
11959454,58547680,39675,economy,3C
19298094,59373046,67322,bussines,29D
20171830,17860980,38200,economy,32B
62215324,96511393,35270,first class,15C
24904192,36757661,79864,bussines,31C
83125149,65340602,45305,economy,7E
43241280,89749999,34082,economy,12B
41637584,09964136,84615,first class,24B
34300486,91855700,25402,first class,10F
20432239,69851371,88992,first class,11A
18944488,94081662,18827,economy,17F
00157174,06732306,96688,economy,20F
48568537,17992740,15015,bussines,25D
52405130,09071497,46736,bussines,17C
23744317,38718554,29506,first class,10F
33098958,35615911,63686,first class,13B
85353656,09087469,42815,first class,29C
40453977,89838771,94460,economy,15E
08665090,00298873,99076,first class,18C
47384138,64046070,51646,bussines,8D
94445113,34738614,93275,first class,14E
36211003,18206870,63911,first class,6E
85665549,70148748,54430,first class,16E
70571877,16631464,91599,bussines,13A
48234409,02278347,31826,first class,32B
80898815,26970652,54691,bussines,17A
16809631,11307180,71938,first class,4A
00491007,34707652,47767,first class,26B
30129604,67315951,16987,bussines,19C
22600763,32485237,28065,economy,6C
49730473,99806606,25945,first class,2F
75599331,95186501,99338,economy,25C
73304202,53089040,53262,economy,21F
21653461,05968321,13055,economy,14B
15367838,57655547,97470,first class,27A
46839183,85129939,55097,economy,13E
90170431,06132623,28211,economy,30C
32006786,81591668,25684,bussines,6B
81064040,49826219,55256,economy,31B
52268358,86557406,57168,first class,8E
23234695,27597035,25733,bussines,14C
08909237,89229377,32602,first class,8E
86630428,32720072,18365,bussines,28B
90903649,14089843,41639,economy,18F
77400909,84323709,98487,first class,1E
49406649,22607673,69813,bussines,24A
28545314,22943639,25498,first class,20A
61873644,90273139,20598,economy,32E
58697409,28708996,68335,economy,2F
19632864,84542189,87094,bussines,26F
96906528,91642300,66424,first class,16F
30973777,94130362,34045,first class,26E
40699955,56668546,62581,economy,17F
20731833,05371626,81840,first class,29C
08926984,55007769,33618,first class,6F
57817148,52637925,81854,bussines,27F
09579910,62714082,66283,economy,6B
79350010,50073175,34990,bussines,5D
67729701,53629113,12789,first class,23C
18354563,16717099,74648,economy,33D
92589837,44534697,54692,economy,15F
16646445,93167177,38174,bussines,2A
06343104,34458276,20171,economy,24D
39985751,09655504,95482,first class,13C
70861376,44337691,65405,economy,16E
84373906,04902229,10621,economy,22D
70571314,87533127,60845,economy,25C
43017569,07112629,70145,first class,25F
46935654,01277161,60612,economy,20A
83749187,44359720,31897,economy,2E
83739701,42029481,41240,first class,22C
74952062,56627787,30421,first class,13E
31057510,05435745,23561,bussines,27A
86025204,32282575,63384,first class,26A
51256145,41387683,64719,bussines,10D
04481244,83072722,23360,bussines,6C
28942667,60456483,86436,bussines,25F
41272740,53868187,46495,first class,4E
31282606,60073262,16580,first class,20D
61541026,42396105,39623,first class,5D
06003086,14965423,94709,economy,17C
08379365,36719277,20207,bussines,9D
77599381,89441741,46447,first class,31E
64348556,68934994,13850,bussines,29C
58990479,59036750,56500,economy,10C
65648286,20378404,39294,economy,24A
68327886,23329394,38898,bussines,14C
34891027,55141638,73031,economy,25B
57857009,29498689,83553,first class,26E
69045776,38002469,47068,first class,5E
58358003,50905998,60835,bussines,9F
29850841,29095846,30690,economy,9F
71182757,65123269,20547,first class,7E
90758750,83038543,28702,economy,29B
68439398,94396563,24988,first class,11B
15388779,39548234,70499,first class,27F
51696631,80113633,68683,bussines,29B
38457808,64615404,57642,first class,23F
49019268,83669137,39821,first class,29B
90994316,12230685,61382,bussines,26F
12530209,17056837,70788,bussines,16B
77349730,69507470,19422,economy,29F
43480954,85541247,55793,bussines,6C
97794015,51097231,57001,first class,6D
01224575,34361040,68562,economy,32D
87909994,59111222,33813,economy,14A
73321970,06364014,89593,economy,29E
20209015,67634781,25993,bussines,6D
79311133,55415691,50019,economy,32A
69254985,87604698,61799,bussines,12C
53981323,01385619,84606,first class,31C
08322066,28888005,89961,bussines,8F
78234089,43615554,93440,bussines,9D
73033189,00846456,57882,bussines,30D
56357992,37276731,82614,first class,1D
76041205,88288946,76267,bussines,20E
06269523,44583451,94542,economy,29E
41039396,19467243,99110,first class,29E
45749541,81512060,33032,first class,12D
84897742,55676759,41224,bussines,29C
15154338,37895964,45631,bussines,11A
39991851,74213783,27293,first class,22E
65748716,35448109,29029,first class,17E
67047647,02499309,85341,bussines,23F
52939399,07955807,71938,bussines,3F
94825538,33250285,67407,first class,24F
